id	sentiment	review
652	0	        Solicitors and other professional services firms (including our auditors).
653	0	"Also, if we were to sell part of our businesses or assets, as required by applicable laws or agreed with relevant parties, we would need to transfer your personal data to the purchaser in case of carrying out relevant deals such as merger, acquisition or asset transfers."
654	0	We may use your personal data to send you direct marketing communications about our own or third party products and services or our related services including our latest product announcements and upcoming events
655	0	"This may be in the form of email, post, SMS, telephone or targeted online advertisements"
656	0	"We limit direct marketing to a reasonable and proportionate level, and to send you communications which we think will be interesting and relevant to you, based on the information we have about you."
657	0	"For the purposes of GDPR our processing of your personal data for direct marketing purposes is based on our legitimate interests (as further detailed in applicable Appendix), but where opt-in consent is required by the relevant laws such as the Privacy and Electronic Communications Regulations of Europe, we may ask you for your consent"
658	0	You have a right to stop receiving direct marketing at any time
659	0	"You can do this by following the opt-out or unsubscribe links in electronic communications (such as emails), or by contacting us using the details in Section 11 if you find problems in making such settings by yourself"
660	0	"Please also note that, when necessary (e.g., certain service is suspended due to system maintenance), we may send to you relevant announcements"
661	0	You may not be able to cancel the announcements related to the services that are not promotional in nature.
662	0	"We also use your personal data for customizing or personalizing ads, offers and content made available to you based on your usage of our mobile applications, websites, platforms or services, and analyzing the performance of those ads, offers and content, as well as your interaction with them"
663	0	We may also recommend content to you based on information we have collected about you and your viewing habits
664	0	This constitutes â€œprofilingâ€in respect of which more information is provided at Section 7 of this Policy.
665	0	We may transfer your personal data to affiliate companies or service providers that are located inside or outside of Europe
666	0	"We may also share your personal data overseas, for example if we receive a legal or regulatory request from a foreign law enforcement body"
667	0	We will always take steps to ensure that any international transfer of information is carefully managed to protect your rights and interests:
668	0	        we will only transfer your personal data to countries which are recognized as providing an adequate level of legal protection; and
669	0	"        transfers to affiliate companies, service providers and other third parties will always be protected by contractual commitments for additional security"
670	0	"For example, the EUâ€“US Privacy Shield for the protection of personal data transferred to the US."
671	0	You have the right - as allowed under applicable law - to ask us for more information about the safeguards we have put in place as mentioned above
672	0	Contact us as set out in Section 11 if you would like further information (which may be redacted to ensure confidentiality).
673	0	â€œAutomated decision makingâ€refers to a decision which is taken though the automated processing of your personal data alone
674	0	"This means processing using, for example, software code or an algorithm, which does not involve any human intervention"
675	0	"As profiling uses automated processing, it is sometimes connected with automated decision making"
676	0	"Not all profiling results in automated decision making, but it can do."
677	0	"If you are a consumer that has signed up to receive marketing updates, we may use profiling to ensure that marketing materials are tailored to your preferences and to what we think you will be interested in"
678	0	"This does not have any significant effect, or a legal effect on you"
679	0	"In certain circumstances it may be possible to infer certain information about you from the result of profiling, which may include special categories of data"
680	0	We will not however conduct profiling based on your special categories of data unless we have obtained your explicit consent to do so.
681	0	"PLEASE NOTE: You have certain rights in respect of automated decision making, including profiling where that decision has significant effects on you, including where it produces a legal effect on you"
682	0	See Section 9.
683	0	How long do we keep your personal data?
684	0	"In some circumstances we may retain your personal data for longer periods of time, for example where we are required to do so to meet legal, regulatory, tax or accounting requirements."
685	0	"In specific circumstances we may also retain your personal data for longer periods of time so that we have an accurate record of your dealings with us in the event of any complaints or challenges, or if we reasonably believe there is a possibility of legal action relating to your personal data or dealings"
686	0	Where your personal data is no longer required we will ensure it is either securely deleted or stored in a way which means it will no longer be used by the business.
687	0	What are your rights?
688	0	You have a number of rights in relation to your personal data
689	0	Those underlined are defined in more detail as follows:
690	0	You can ask us to
691	0	"        provide you with other information about your personal data such as what data we have, what we use it for, who we disclose it to, whether we transfer it abroad and how we protect it, how long we keep it for, what rights you have, how you can make a complaint, where we got your data from and whether we have carried out automated decision making or profiling, to the extent that information has not already been provided to you in this Policy."
692	0	"You can ask us to erase your personal data, but only where:"
693	0	        it is no longer needed for the purposes for which it was collected; or
694	0	        you have withdrawn your consent (where the data processing was based on consent); or
695	0	        following a successful right to object (see â€œobjectionâ€below); or
696	0	        it has been processed unlawfully; or
697	0	        to comply with a legal obligation which app is subject to.
698	0	"We are not required to comply with your request to erase your personal data if the processing of your personal data is necessary: for compliance with a legal obligation; or for the establishment, exercise or defense of legal claims"
699	0	"There are certain other circumstances in which we are not required to comply with your erasure request, although these two are the most likely circumstances where we would deny that request."
700	0	"        its accuracy is contested (see â€œrectificationâ€below), to allow us to verify its accuracy; or"
701	0	"        the processing is unlawful, but you do not want it erased; or"
702	0	"        it is no longer needed for the purposes for which it was collected, but we still need it to establish, exercise or defend legal claims; or"
703	0	"        you have exercised the right to object, and verification of overriding grounds is pending."
704	0	"We can continue to use your personal data following a request for restriction, where:"
705	0	        we have your consent; or
706	0	"        to establish, exercise or defend legal claims; or"
707	0	        to protect the rights of another natural or legal person.
708	0	" Once you have objected, we have an opportunity to demonstrate that we have compelling legitimate interests which override your rights."
709	0	Automated Decision Making
710	0	"You can ask not to be subject to a decision which is based solely on automated processing (see Section 8), but only where that decision:"
711	0	        produces legal effects concerning you (such as the rejection of a claim); or
712	0	        otherwise significantly affects you.
713	0	"In such situations, you can obtain human intervention in the decision making, and we will ensure measures are in place to allow you to express your point of view, and / or contest the automated decision"
714	0	Your right to obtain human intervention or to contest a decision does not apply where the decision which is made following automated decision making:
715	0	        is necessary for entering into or performing a contract with you;
716	0	        is authorized by law and there are suitable safeguards for your rights and freedoms; or
717	0	        is based on your explicit consent.
718	0	To exercise your rights you may contact us as set out in Section 11
719	0	Please note the following if you do wish to exercise these rights:
720	0	        Identity
721	0	"We take the confidentiality of all records containing personal data seriously, and reserve the right to ask you for proof of your identity if you make a request."
722	0	        Fees
723	0	"We will not ask for a fee to exercise any of your rights in relation to your personal data, unless your request for access to information is unfounded, repetitive or excessive, in which case we will charge a reasonable amount in the circumstances"
724	0	We will let you know of any charges before completing your request.
725	0	        Timescales
726	0	"We aim to respond to any valid requests within one month unless it is particularly complicated or you have made several requests, in which case we aim to respond within three months"
727	0	We will let you know if we are going to take longer than one month
728	0	We might ask you if you can help by telling us what exactly you want to receive or are concerned about
729	0	This will help us to action your request more quickly.
730	0	        Exemptions
731	0	"Local laws may provide additional exemptions, e.g"
732	0	"in the UK, where it is subject to legal privilege, the right of access to personal data can be withheld from you in certain circumstances."
733	0	        Third Party Rights
734	0	We do not have to comply with a request where it would adversely affect the rights and freedoms of other Data Subjects.
735	0	How we PROTECT your personal data?
736	0	"We endeavor to protect us and you from unauthorized access to or unauthorized alteration, disclosure or destruction of personal data that we hold."
737	0	"        We review our information collection, storage and processing practices, including physical security measures, to guard against unauthorized access to systems;"
738	0	        We use encryption where appropriate;
739	0	        We use password protection where appropriate; and
740	0	"        We restrict access to personal data to our employees, contractors and agents who need access to the relevant personal data in order to for them to process it for us and who are subject to strict contractual confidentiality obligations."
741	0	"You are responsible for the personal data that you choose to share, disclose or submit voluntarily while using our website or devices and which can be viewed by members of third party applications or sites such as chat applications or messengers."
742	0	"When you utilize third-party social media services, email, text messages etc"
743	0	"which you accessed via using our product, and to interact with other users or service providers and exchange personal contact, geographic location or track of traveling etc., please note that we cannot verify if such third-party services have made such information transmission to be fully encrypted"
744	0	"Please take care to protect the security of your personal data, and especially avoid sharing sensitive personal data when youâ€™re uncertain about the security of data transfer."
745	0	"Please understand that due to the rapid development of computer and internet technologies, various measures of attack may exist or be created, whether vicious or not, which renders no applications or internet transmission to be 100% secure"
746	0	"While we continuously take reasonable technical, administrative, and physical measures to protect the information you provided, we still may not be able to guarantee absolute security of your information at all times"
747	0	"Where the relevant information and data collected is stored on your device, security is also dependent on your deviceâ€™s own secure storage functionality"
748	0	You should also take care to protect the secrecy of your account user name and password and to protect the information stored on your device.
749	0	Contact and complaints
750	0	"If you have a complaint or concern about how we use your personal data, please contact us in the first instance and we will attempt to resolve the issue as soon as possible"
751	0	You also have a right to lodge a complaint with your national data protection supervisory authority at any time
752	0	"We do ask that you please attempt to resolve any issues with us first, although you have a right to contact your supervisory authority at any time."
753	0	APPENDIX I â€?COOKIE POLICY
754	0	"    We or our third party partners may collect and use your information via tracking technology such as Cookies, which information may be stored as log information."
755	0	"    We use such technologies to provide more tailored services and user experiences, and for purposes such as remembering your account identity or analyzing your accountâ€™s security; analyzing your usage of our product and service; advertisement optimization (helping us to provide you with more targeted advertisements instead of general advertisements based on your information)"
756	0	We may also process and summarize the non-personal data collected via tracking technology and provide the same to advertisers or other partners to be used to analyze how users use our services and for advertisement purpose.
757	0	    There may be tracking technology placed by advertisers or other partners in our products and service
758	0	"Such tracking technology may collect the non-person information related to you for the purpose of analyzing how users use the services and sending to you the advertisements you might find interest in, or evaluating the effects of the advertisements"
759	0	"Collection and use of such information via third party tracking technology will not be subject to our Privacy Policy, but will be subject to third-party privacy policies applicable to the users, and we will not be liable for the third-party Cookies or web beacon."
760	0	    You may use browser and personal device settings to refuse or manage tracking technology
761	0	"However, for technical reasons beyond our control, this cannot be guaranteed"
762	0	"For example, if you reset your browser, delete your cookies or access to our website or applications from another browser or device, your cookie settings may be lost."
763	0	"    You shall be aware that when ceasing to use Cookie or other tracking technology, you may not be able to enjoy the best service experiences, or parts of our product or service may no longer function correctly (please contact us in case of any such problems)"
764	0	"Furthermore, you mays still receive the same amount of commercial information such as advertisements which will have lower relevancy to you."
765	0	Third Part Policy check list:
766	0	Facebook   
767	0	"GHOST MOBILE LIMITED (¡°we¡±, ¡°our¡± or ¡°us¡±) is committed to protecting the principles of privacy and fair use that underpin our values to offer a transparent and quality service"
768	0	We want you to be confident that your personal information is safe and secure with us
769	0	"Therefore, we have established the Privacy Policy to explain how we treat your information and protect your privacy when you use this software (the ¡°Software¡±) and services this Software provided (the ¡°Service¡±), and the rights and options available to you regarding your information"
770	0	"This Privacy Policy does not apply to any third-party websites, services or applications, even if they are accessible through our Services"
771	0	Any information that we collect is subject to the Privacy Policy in effect at the time that information is collected.
772	0	"By using the Software, you agree that we may treat your information in the ways we describe in this Privacy Policy"
773	0	"If you do not agree with any term of this Privacy Policy, you may not use the Software."
774	0	This Privacy Policy contains the following sections:
775	0	1.Information We Collects and Purposes of Collection
776	0	Information You submit
777	0	(1) Camera and Photos
778	0	"In order to use some of the features of the Software, you may voluntarily grant us the permission to access to the camera or photo album to obtain photos in your mobile device"
779	0	"We may collect your photos, and send them to the third party service provider to process the photos and analyze the data"
780	0	The conclusion or feedback will be provided to us after such analyzing.
781	0	(2) Support Related Information
782	0	" Such information will only be used to provide you with support services and will not be connected with any other information collected from you on or through the Software and the Service, including but not limited to any individual user ID which will be automatically generated by the Software and assigned to you when you use the Software."
783	0	Information We Collect Automatically
784	0	(1) Technical Information
785	0	"Certain technical information regarding your device, and your use of the Software and the Service, including the type, name and version of operating system: (i)their interactions with the Software and Service, your configuration and settings of the Software and the Service, version of the Software and Service; (ii)ISP (Internet Service Provider) , Internet protocol (IP) address, Media Access Control (MAC) address, anonymous user identifiers, device configuration and identifiers; (iii)Advertising ID (Identifier for Advertisers used in Android, such as Google advertising ID (GAID)); (iv) location; (v)Android ID."
786	0	(2) Usage Information
787	0	"Certain usage related information regarding your use and interaction with your device, including the Software and the Service, such as when and how you use the Software and the Service, how you use your internet browser and internet search related applications, the web pages you visit and the content you see, access and utilize on such web pages; for example, offerings and advertisements that you view, use and access, how you use them and your response to them, how frequently you use them, your search queries and the time and date of your searches."
788	0	We do not collect and we are not responsible for the collection or security of payment details
789	0	Payment information is processed and stored by third-party companies (such as Google)
790	0	These companies can be contacted through their websites: https://play.google.com
791	0	"Before entering your personal payment details, we suggest that you read and become familiar with the privacy policy of these third-party companies."
792	0	"While it is not our intention to collect any personally identifiable information (¡°PII¡±) (except for those set forth in this Privacy Policy), the data collected may still include PII"
793	0	"As part of our privacy measures, we implement certain rules designed to avoid the unintentional collection of PII such as email addresses, social security numbers, credit card numbers etc"
794	0	"Such rules are based on known field types, parameters, values and algorithms but they are not foolproof and hence the Software and Services may sometimes, unintentionally, collect unwanted information"
795	0	We regularly examine and update these rules to avoid this happened.
796	0	"If you located in the EEA, as required by law, you hereby grant your consent to us to use or process your personal information only for the purpose described above once you use the Software or the Service"
797	0	And you may withdraw your consent at any time by contacting us.
798	0	2.Sharing of Information
799	0	We will not share any PII that we have collected from you except for the following events:
800	0	"(1) If we are required by law to disclose your information, we may share your information with law enforcement or other competent authorities and any third party, as may be required (e.g., to detect, prevent or otherwise address fraud, security, or technical issues; to respond to claims or satisfy any legal process, subpoena, or governmental request; or to protect the rights, property, or personal safety of the team¡¯s users, its partners, or the general public)."
801	0	"(2) In the event the team goes through a business transition such as a merger or acquisition by another company, consolidation, change of control, reorganization, or sale of all or a portion of its assets, your information will be among the assets transferred."
802	0	The Software and the Service may enable you use or access some service provided by third parties (Third Party Services)
803	0	The use of such Third Party Services is subject to its privacy policy
804	0	"You shall be aware that the use of the Third Party Services may give this third party the ability to access, collect, store, and/or share your information, both your PII and non-personally identifiable information"
805	0	"In order to clarify, we do not review, approve, monitor, endorse, warrant, or make any representations with respect to such Third Party Services and your access to any Third Party Services is at your own risk"
806	0	"We are not responsible for the information contained and/or made available through, the practices of, or your use or inability to use such Third Party Services"
807	0	You expressly relieve us from any and all liabilities arising from your use of such Third Party Services
808	0	"We recommended that you read the terms, conditions and privacy policy of such Third Party Services before using or accessing any of them."
809	0	4.Security of Your Information
810	0	"We take precautions ¡ª including administrative, technical, and physical measures ¡ª to safeguard your information against loss, theft, and misuse, as well as against unauthorized access, disclosure, alteration, and destruction"
811	0	"We use firewalls, encryption technology and Network access designed to protect against fraud and identity theft; our data is only stored in centers that provide high-level security for your data"
812	0	We also protect your privacy by seeking to minimize the amount of sensitive data
813	0	We also seek appropriate contractual protection from our partners regarding their treatment of your information
814	0	"Please be aware, however, that no method of transmitting information over the Internet or storing information is completely secure"
815	0	"Accordingly, we cannot guarantee the absolute security of any information."
816	0	"We retain the information we collect as described in this Privacy Policy for as necessary for the provision of the Services, internal analytical purposes, or to comply with its legal obligations, resolve disputes and enforce agreements (e.g"
817	0	"The criteria used to determine the retention periods include: (i) how long the personal data is needed to provide the Services and operate the business; (ii) the type of personal data collected; and (iii) whether we are subject to a legal, contractual or similar obligation to retain the data (e.g., mandatory data retention laws, government orders to preserve data relevant to an investigation, or data that must be retained for the purposes of litigation or disputes)"
818	0	6.Your Data Rights
819	0	" If you are in the EEA, you have a right to (subject to a limited number of exceptions): (i) "
820	0	 (ii) 
821	0	; and (iii) 
822	0	"Although the Service is a general audience service, the Software is not intended for children under the age of 16 or other statutory minimum age according to the applicable laws and regulations in your country (the ¡°Minimum Age¡±)"
823	0	"We do not knowingly collect, maintain, or use personal information from children under the Minimum Age, and no part of the Service is directed to children under the Minimum Age"
824	0	"If you learn that your child has provided us with personal information without your consent, you may alert us at msoracle2019@gmail.com"
825	0	"If we learn that we have collected any personal information from children under the Minimum Age, we will promptly take steps to delete such information and terminate the Service for the child."
826	0	8.Transfer of Data Outside Your Territory.
827	0	The Software and Service work over the Internet
828	0	We may store and process your information in various locations throughout the world
829	0	"Where you located in the EEA, as required by law, you hereby provide us with your express consent to transfer your data to where may be outside of EEA once you use the Software and/or Service"
830	0	You may withdraw your consent at any time.
831	0	9.How to Contact us.
832	0	"We may modify, update and publish this Privacy Policy in the Software from time to time"
833	0	Please continue to play close attention to this Policy.
834	0	This Privacy Policy is effective upon acceptance by users or publication by us once update or modification
835	0	"This Privacy Policy is incorporated into, and is subject to the Terms of Service."
836	0	Privacy Policy of Blade Master
837	0	Privacy Policy of Blade Master
838	0	"Last modified: June 12, 2019"
839	0	Blade-X Games Studio
840	0	"(¡°we,¡± ¡°us¡± or ¡°our¡±) takes your privacy seriously"
841	0	"This Privacy policy (¡°Privacy policy¡±) explains our data protection policy and describes the types of information we may process when you use one or more of our mobile applications (the ¡°App¡±, ¡°our App¡±) and explains how we and some of the companies we cooperate processing that information."
842	0	When we refer to personal data (or personal information) we mean any information of any kind relating to an identified or identifiable natural person.
843	0	"It is a natural person who can be identified directly or indirectly, in particular by reference to an identification number or to one or more factors specific to his or her physical, physiological, mental, economic, cultural or social status."
844	0	"Our Privacy policy applies to all users, and others who access the App (¡°Users¡±)."
845	0	"For the purposes of the GDPR, we are the data controller."
846	0	"PLEASE READ THE FOLLOWING PRIVACY POLICY, FOR INFORMATION REGARDING THE WAYS YOUR PERSONAL INFORMATION MAY BE PROCESSED, CAREFULLY"
847	0	"WHEN YOU USE THE APP YOU ACKNOWLEDGE THAT YOU HAVE READ, UNDERSTOOD, AND AGREE TO BE BOUND BY THESE TERMS"
848	0	"BY ACCESSING OR USING THE APP, YOU AGREE TO PROCESSING OF YOUR PERSONAL DATA WHICH IS PROVIDED TO US IN LINE WITH THE TERMS OF THIS PRIVACY POLICY."
849	0	INFORMATION WE PROCESS
850	0	There are two general categories of information we can process.
851	0	1.1 Information that you submit
852	0	This information is necessary for the adequate performance of the contract between you and us
853	0	Without such information it is impossible to provide complete functionality of the App all perform the requested services.
854	0	Authorization and/or Account Information
855	0	"When you sign up for an account, we require certain information such as your email address or Facebook ID or Google ID - depending on the App settings."
856	0	"Content Information, i.e"
857	0	"photos, pictures, video and audio files, documents and other data that you upload using the App."
858	0	"Personal Information which you may fill in by yourself when the App is designed for tracking your info, storing your records and/or managing them for your convenience and upon your explicit request."
859	0	1.2 Information That Is Processed Automatically
860	0	We process this information on the ground of our legitimate interest in improving our App and giving our users the best experience
861	0	Otherwise we may not be able to provide you with all the requested services and features of the App.
862	0	We use third-party automatic data processing technologies (such as Google and Facebook) to analyze certain information sent by your device or our App
863	0	Automatic data processing technologies (advertising or analytics tools) provide us with the data described below
864	0	"We do not control, supervise or respond for how the third parties providing your information process your personal data, and any information request regarding the disclosure of your personal information to us should be directed to such third parties."
865	0	"When you use a mobile device (a tablet or a phone) to access our App, we may access, etc or monitor one or more ¡°device identifiers¡±"
866	0	"Device identifiers are small data files or similar data structures stored on or associated with your mobile device, which uniquely identify your mobile device"
867	0	Device identifier provides reports or personalized content and ads.
868	0	What data can be processed:
869	0	type of your mobile device and operational system version which is installed on your mobile device;
870	0	region information of your mobile device;
871	0	region associated with your SIM card;
872	0	Internet Protocol (¡°IP¡±) address;
873	0	Identity Of Advertisers / Advertising ID which is a string of numbers and letters that identifies your individual smartphone or tablet.
874	0	Cookies and similar technologies
875	0	"When you use the App, we may use cookies and similar technologies like pixels, web beacons, scripts to collect information about how you use our App and provide features to you"
876	0	A cookie is a text file containing small amounts of information which is downloaded to your device when you access the App
877	0	The text file is then sent back to our server each time you use the App
878	0	This enables us to operate the App more effectively
879	0	"For example, we will know how many users access specific areas or features within our App and which links or ads they clicked on"
880	0	"We use this aggregated information to understand and optimize how our App is used, improve our marketing efforts, and provide content and features that are of interest to you"
881	0	"We may ask advertisers or other partners to serve ads or services to the App, which may use cookies or similar technologies."
882	0	Log file information
883	0	Log file information is automatically reported each time you make a request to access the App
884	0	It can also be provided when the App is installed on your device
885	0	"When you use our App, analytics tools automatically record certain log file information, including time and date when you start and stop using the App, and how you interact with the App."
886	0	Processing information through automatic data processing technologies starts automatically when you start using the App.
887	0	"The App may use automated processing of your personal data, including profiling which means any form of automated processing of personal data consisting of the use of personal data to evaluate certain personal aspects relating to you, in particular to analyze or predict aspects concerning your personal preferences, interests, behavior, location or movements."
888	0	THE PURPOSES OF PROCESSING YOUR PERSONAL DATA
889	0	Our mission is to constantly improve our App and provide you with new experiences
890	0	(a) To make our service available
891	0	"(b) To improve, test and monitor the effectiveness of our App"
892	0	(c) To provide you with interest-based (behavioral) advertising or other targeted content
893	0	" We provide personalized content and information to you, which can include online ads or other forms of marketing."
894	0	(d) To communicate with you
895	0	"(e) To prevent fraud and spam, to enforce of law"
896	0	We really want our App to be free of spam and fraudulent content so that you feel safe and free
897	0	"If any new purposes for processing your personal data arise, we will let you know we start to process information on that other purpose by introducing the corresponding changes to this Privacy policy."
898	0	SHARING OF YOUR INFORMATION
899	0	We will share your information with third parties only in the ways that are described in this Privacy policy.
900	0	"We will not rent or sell your personal data to third parties, but we may share your information from tools like cookies, log files, and device identifiers and location data, with third-party organizations that provide automatic data processing technologies for the App"
901	0	We do not control or influence these third parties¡¯ tracking technologies or how they may be used.
902	0	We may also share certain information such as cookie data with third-party advertising partners
903	0	"This information allows third-party ad networks, inter alia, to deliver targeted advertisements that they believe will be of most interest to you."
904	0	"We may use one or more of the following third-party advertising services and analytics tools: AdMob, AppAnnie, AppsFlyer, Facebook, Firebase, Google AdWords, Vungle, etc"
905	0	In case you want to learn more about the services and privacy options please consult their websites and privacy policies.
906	0	Our App may contain links to third-party websites/services or you may access the App from a third-party site
907	0	"We are not responsible for the privacy practices or the content of these third-party sites or services linked to or from our App, including the information or content contained within them."
908	0	"We may disclose your personal information if it needed for objective reasons, due to public interest or in other unforeseen circumstances:"
909	0	- as required by law;
910	0	"- when we believe in good faith that disclosure is necessary to protect our rights, protect your safety or the safety of others, investigate fraud, or respond to a government request;"
911	0	"- if we are involved in a merger, acquisition, or sale of all or a portion of its assets, you will be notified via email and/or a prominent notice in our App of any change in ownership or uses of your personal information, as well as any choices you may have regarding your personal information."
912	0	INTERNATIONAL DATA TRANSFERS
913	0	We work in the international space and provide our App to our Users around the world.
914	0	We and third-party organizations that provide automatic data processing technologies for the App or our third-party advertising partners may transfer the automatically processed information across borders and from your country or jurisdiction to other countries or jurisdictions around the world.
915	0	If you are located in the European Union or other regions with laws governing data processing that may differ from U.S
916	0	"law, please note that we may transfer information, including personal information, to a country and jurisdiction that does not have the same data protection laws as in your jurisdiction."
917	0	"This means that your personal information can be transferred to a third country, a territory or one or more specified sectors within that third country, or to the international organization where data protection and confidentiality regulations may not provide the same level of protection of a personal data as your country does."
918	0	"We try to make sure that the recipient of any personal data provides a proper protection of the personal data received, in accordance with the current legislation on the protection of such information"
919	0	"By using the App, you agree that we may transfer your personal data to any third country, a territory or one or more specified sectors within that third country, or to the international organization."
920	0	"For the purposes of data storage, we recourse to the services of the hosting organizations"
921	0	"We take your privacy seriously and, therefore, encrypt your personal data before sending it to the hosting organizations for the purposes of its storage"
922	0	Please note that we cooperate only with those hosting organizations that have passed our security and reliability check.
923	0	HOW LONG WE USE YOUR PERSONAL DATA
924	0	"If you no longer want us to use your information that we physically access and store, you can request that we erase your personal information and close your account."
925	0	"However, some data may still be stored for a certain time period if information is necessary to comply with legal obligation (taxation, accounting, audit) or in order to maintain safety and data backup settings, prevent fraud or other malicious acts."
926	0	EXERCISING YOUR RIGHTS
927	0	For the data we store and access you are entitled to address us regarding the following issues:
928	0	Change or Correct Data
929	0	 We generally retain data for as long as your account is in existence or as needed to provide the App
930	0	"However, specific retention times can vary based on context of the processing we perform and on our legal obligations"
931	0	" We may need to retain some of your personal data even after you have closed your account if reasonably necessary to comply with our legal obligations, or where we have a legitimate interest in doing so (e.g"
932	0	to prevent fraud and abuse and maintain and enhance security).
933	0	Please bear in mind that we ensure the above-mentioned rights only with respect to the information that you submit.
934	0	When your personal information that is processed automatically you may object to such processing in some circumstances
935	0	"Where your personal information is processed for direct marketing purposes, you may ask to cease processing your data for these direct marketing purposes"
936	0	In order to exercise your right please contact the third-party services listed in the Section IV of this Privacy Policy to learn how you can object to processing your data
937	0	"Most of them have clear instructions on their privacy pages, functional API or other options."
938	0	Please note that you can opt-out of marketing tracking by moving the Limit Ad Tracking in the settings on your mobile phone to ¡°on¡±.
939	0	US regional patterns:
940	0	Residents of the State of California (USA) have the right to request a list of all third parties to whom our App disclosed certain personal information (in accordance with the laws of the State of California) in the previous year for the purposes of direct marketing of such third parties
941	0	"If you are a resident of the State of California and want to receive such a list, please contact us through the email displayed below"
942	0	"When submitting such a request, please include in the text of your appeal the wording Your rights to maintain confidentiality in the state of California, as well as your name, address, city, state, and zip code"
943	0	"In the text of your request, please provide us with sufficient information so that we can determine if the above requirements of the law apply to your situation"
944	0	You must confirm that you are a resident of the State of California (USA) and provide the current address in the state of California for our response
945	0	"Please note that we do not accept calls by phone, mail or facsimile, nor are we responsible for calls that are flagged or misdelivered or that do not contain exhaustive information."
946	0	The security of your personal information is important to us
947	0	"We follow generally accepted industry standards to protect the personal information submitted to us, both during transmission and once we receive it."
948	0	"We take reasonable and appropriate measures to protect personal information from loss, misuse and unauthorized access, disclosure, alteration and destruction, taking into account the risks involved in the processing and the nature of the personal information."
949	0	"We implement appropriate technical and organizational measures, which are designed to implement data-protection principles, such as data minimization, in an effective manner and to integrate the necessary safeguards into the processing"
950	0	"We seek your personal data to be encrypted with proper and strong encryption algorithms, including hashing where possible."
951	0	"Unfortunately, no method of transmission over the Internet, or method of electronic storage, is 100% secure"
952	0	"We do our best to protect your personal data, nevertheless, we cannot guarantee its absolute security"
953	0	"In the event that your personal information is compromised as a breach of security, we will promptly notify you in compliance with applicable law."
954	0	"If you have any questions about security of our App, you can contact us at through the email displayed below."
955	0	Our App is not intended for children under the age of 18
956	0	"Therefore, we do not knowingly collect or solicit any personal information from children under 18"
957	0	No one under age 18 may provide any personal information to the App
958	0	"If you are under 18, do not use or provide any information on this App or through any of its features"
959	0	"Do not provide any information about yourself, including your email address"
960	0	"If we learn that we have collected personal information from a child under age 18 without verification of parental consent, we will erase that information as quickly as possible"
961	0	"If you believe that we might have any information from or about a child under 18, please contact us."
962	0	CHANGES TO THE PRIVACY POLICY
963	0	This Privacy policy may change from time to time.
964	0	"Whenever we change this Privacy policy, we will post those changes to this Privacy policy and other places that we consider appropriate"
965	0	Additional forms of notice of modifications or updates as appropriate under the circumstances may be provided to you.
966	0	HOW TO CONTACT US
967	0	Google ?????? ??¨C???? ?? ¨C5??? ???? ????
968	0	"This Privacy Policy shows what and which personal information the user can share when installing, running and using the applications of Seyran Kocaoglu  (Company)"
969	0	"It also explains how the Company receives, collects and uses the relevant information/data in this text"
970	0	"The user will observe, respect and adhere to the basic legal rights of the user to protect the data and confidentiality thereof as a reference to all data received."
971	0	FINDNOW attaches great importance to the security and protection of the personal information of our users
972	0	"This Privacy Policy describes how personal information is to be collected, used, shared and processed by FINDNOW"
973	0	The initial capitalized terms not defined or explained under this Privacy Policy are explained under the FINDNOW Terms of Service.
974	0	"By accepting and consenting to and/or using the services of Privacy Policy of FINDNOW, you accept the collection, using, sharing and processing of the personal information defined here"
975	0	Provision of information from FINDNOW database is protected under the frame of the applicable laws relating to the Freedom of Expression and the scope of constitution
976	0	You may refer to the conditions of service hereunder.
977	0	Provision of information from FINDNOW database is protected under the frame of the applicable laws relating to the Freedom of Expression and the scope of constitution
978	0	You may refer to the conditions of service hereunder in this regard.
979	0	Collection of Personal Information
980	0	1.1 Installation and Use
981	0	1.2 Third Party Services
982	0	" You may use these third party services so as to create your own user profile or so as to connect to our Services, and to share information with third party services, or to link your user profile to related third party services"
983	0	"Such third party services will automatically give us the access to certain personal information about you (for example, your payment processing, original identity information, content you watch, content you like and information about the ads you have been shown or which you may have clicked on)"
984	0	"You acknowledge that we may collect, use and retain the information provided by the third party services in question in accordance with this Privacy Policy"
985	0	"You can check your personal information, which you give us access through the privacy settings channel in the appropriate third party service"
986	0	We never keep or retain any password created for any third party services.
987	0	1.3 Communication Details
988	0	"In cases where FINDNOW Apps are obtained from the App Store, we will only use the Permitted Contact Information so as to gather our Services more closely to You and your engagement with the FINDNOW community"
989	0	"In addition to the Contact Information/details, if you choose to activate the use of third party services such as social networking services, FINDNOW may collect, store and use a list of identifying information related to other services linked to the Contact Information to improve the results shared with other Users."
